Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Wharawhara Water Stn,1567,B75581,-37.57227,175.86206,132,H,N/A
Tauranga Aero Aws,1615,B76624,-37.673,176.196,4,G,Metservice
Whakamarama,1617,B76701,-37.73206,176.00218,255,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.


Statistics codes in this query are:
Code,Description,Units
00,Total Rainfall,Mm
02,Mean Air Temperature,Celsius
17,Mean Daily Global Radiation,Mj/Sq M
35,Total Priestley-Taylor Potential Evapo-Transpiration,Mm
66,Mean Deficit Of Soil Moisture (Wbal Awc=150mm),Mm
Note: Statistics calculations are based on Local Time.
DAY OF EXTR gives the Local-Time day for a Monthly Extreme.
Stats: Monthly
Station,Mon-YYYY(local),Stat Code,Stat Value ,Day of Extr,
1615,Oct-2000,02,14.7,-,
1615,Oct-2000,17,18.5,-,
1615,Oct-2000,35,92.7,-,
1615,Oct-2000,66,54.3,-,
1615,Nov-2000,00,85.2,-,
1615,Nov-2000,02,14.7,-,
1615,Nov-2000,17,20.0,-,
1615,Nov-2000,35,102.8,-,
1615,Nov-2000,66,83.9,-,
1615,Dec-2000,00,40.4,-,
1615,Dec-2000,02,18.9,-,
1615,Dec-2000,17,21.6,-,
1615,Dec-2000,35,133.6,-,
1615,Dec-2000,66,118.0,-,
1615,Jan-2001,00,36.4,-,
1615,Jan-2001,02,19.4,-,
1615,Jan-2001,17,23.1,-,
1615,Jan-2001,35,140.5,-,
1615,Jan-2001,66,137.2,-,
1615,Feb-2001,00,267.8,-,
1615,Feb-2001,02,20.7,-,
1615,Feb-2001,17,17.9,-,
1615,Feb-2001,35,102.6,-,
1615,Feb-2001,66,49.2,-,
1615,Mar-2001,00,60.0,-,
1615,Mar-2001,02,17.9,-,
1615,Mar-2001,17,17.5,-,
1615,Mar-2001,35,91.4,-,
1615,Mar-2001,66,31.6,-,
1615,Apr-2001,00,322.8,-,
1615,Apr-2001,02,15.6,-,
1615,Apr-2001,17,11.8,-,
1615,Apr-2001,35,46.4,-,
1615,Apr-2001,66,16.7,-,
1615,May-2001,00,194.8,-,
1615,May-2001,02,14.4,-,
1615,May-2001,17,7.7,-,
1615,May-2001,35,20.8,-,
1615,May-2001,66,5.4,-,
1615,Jun-2001,00,39.4,-,
1615,Jun-2001,02,10.3,-,
1615,Jun-2001,17,7.5,-,
1615,Jun-2001,35,8.2,-,
1615,Jun-2001,66,2.5,-,
1615,Jul-2001,00,38.4,-,
1615,Jul-2001,02,9.2,-,
1615,Jul-2001,17,7.7,-,
1615,Jul-2001,35,9.6,-,
1615,Jul-2001,66,6.3,-,
1615,Aug-2001,00,95.4,-,
1615,Aug-2001,02,11.0,-,
1615,Aug-2001,17,10.1,-,
1615,Aug-2001,35,29.2,-,
1615,Aug-2001,66,3.7,-,
1615,Sep-2001,00,91.2,-,
1615,Sep-2001,02,12.4,-,
1615,Sep-2001,17,15.2,-,
1615,Sep-2001,35,60.5,-,
1615,Sep-2001,66,11.3,-,
1615,Oct-2001,00,102.4,-,
1615,Oct-2001,02,15.5,-,
1615,Oct-2001,17,16.6,-,
1615,Oct-2001,35,88.2,-,
1615,Oct-2001,66,31.9,-,
1615,Nov-2001,00,100.2,-,
1615,Nov-2001,02,16.3,-,
1615,Nov-2001,17,19.0,-,
1615,Nov-2001,35,105.1,-,
1615,Nov-2001,66,40.6,-,
1615,Dec-2001,00,208.0,-,
1615,Dec-2001,02,19.0,-,
1615,Dec-2001,17,18.7,-,
1615,Dec-2001,35,119.8,-,
1615,Dec-2001,66,12.8,-,
1615,Jan-2002,00,72.2,-,
1615,Jan-2002,02,18.7,-,
1615,Jan-2002,17,22.5,-,
1615,Jan-2002,35,140.2,-,
1615,Jan-2002,66,47.5,-,
1615,Feb-2002,00,30.2,-,
1615,Feb-2002,02,18.7,-,
1615,Feb-2002,17,19.3,-,
1615,Feb-2002,35,102.7,-,
1615,Feb-2002,66,109.4,-,
1615,Mar-2002,00,35.4,-,
1615,Mar-2002,02,18.7,-,
1615,Mar-2002,17,17.5,-,
1615,Mar-2002,35,94.6,-,
1615,Mar-2002,66,126.0,-,
1615,Apr-2002,00,105.0,-,
1615,Apr-2002,02,15.0,-,
1615,Apr-2002,17,12.9,-,
1615,Apr-2002,35,50.9,-,
1615,Apr-2002,66,111.3,-,
1615,May-2002,00,55.4,-,
1615,May-2002,02,13.7,-,
1615,May-2002,17,8.0,-,
1615,May-2002,35,20.3,-,
1615,May-2002,66,58.2,-,
1615,Jun-2002,00,109.8,-,
1615,Jun-2002,02,12.9,-,
1615,Jun-2002,17,5.3,-,
1615,Jun-2002,35,8.8,-,
1615,Jun-2002,66,23.6,-,
1615,Jul-2002,00,107.2,-,
1615,Jul-2002,02,11.1,-,
1615,Jul-2002,17,7.5,-,
1615,Jul-2002,35,11.8,-,
1615,Jul-2002,66,3.1,-,
1615,Aug-2002,00,46.8,-,
1615,Aug-2002,02,10.4,-,
1615,Aug-2002,17,10.5,-,
1615,Aug-2002,35,29.7,-,
1615,Aug-2002,66,7.9,-,
1615,Sep-2002,00,64.6,-,
1615,Sep-2002,02,12.6,-,
1615,Sep-2002,17,13.7,-,
1615,Sep-2002,35,55.3,-,
1615,Sep-2002,66,27.1,-,
1615,Oct-2002,00,41.0,-,
1615,Oct-2002,02,12.8,-,
1615,Oct-2002,17,18.9,-,
1615,Oct-2002,35,88.6,-,
1615,Oct-2002,66,70.2,-,
1615,Nov-2002,00,33.8,-,
1615,Nov-2002,02,14.9,-,
1615,Nov-2002,17,21.6,-,
1615,Nov-2002,35,111.0,-,
1615,Nov-2002,66,113.4,-,
1615,Dec-2002,00,45.6,-,
1615,Dec-2002,02,18.0,-,
1615,Dec-2002,17,23.2,-,
1615,Dec-2002,35,139.2,-,
1615,Dec-2002,66,126.5,-,
1615,Jan-2003,00,98.6,-,
1615,Jan-2003,02,18.9,-,
1615,Jan-2003,17,22.3,-,
1615,Jan-2003,35,136.7,-,
1615,Jan-2003,66,104.1,-,
1615,Feb-2003,00,100.8,-,
1615,Feb-2003,02,19.0,-,
1615,Feb-2003,17,19.0,-,
1615,Feb-2003,35,102.1,-,
1615,Feb-2003,66,127.3,-,
1615,Mar-2003,00,132.4,-,
1615,Mar-2003,02,18.3,-,
1615,Mar-2003,17,14.5,-,
1615,Mar-2003,35,80.0,-,
1615,Mar-2003,66,38.3,-,
1615,Apr-2003,00,105.6,-,
1615,Apr-2003,02,16.0,-,
1615,Apr-2003,17,12.7,-,
1615,Apr-2003,35,50.8,-,
1615,Apr-2003,66,14.3,-,
1615,May-2003,00,80.8,-,
1615,May-2003,02,14.0,-,
1615,May-2003,17,8.6,-,
1615,May-2003,35,23.4,-,
1615,May-2003,66,16.0,-,
1615,Jun-2003,00,104.8,-,
1615,Jun-2003,02,12.5,-,
1615,Jun-2003,17,6.3,-,
1615,Jun-2003,35,8.9,-,
1615,Jun-2003,66,3.4,-,
1615,Jul-2003,00,52.6,-,
1615,Jul-2003,02,9.2,-,
1615,Jul-2003,17,7.3,-,
1615,Jul-2003,35,9.8,-,
1615,Jul-2003,66,5.2,-,
1615,Aug-2003,00,74.6,-,
1615,Aug-2003,02,11.1,-,
1615,Aug-2003,17,9.6,-,
1615,Aug-2003,35,27.4,-,
1615,Aug-2003,66,3.0,-,
1615,Sep-2003,02,13.3,-,
1615,Sep-2003,17,13.3,-,
1615,Sep-2003,35,54.6,-,
1615,Oct-2003,00,108.8,-,
1615,Oct-2003,02,13.2,-,
1615,Oct-2003,17,18.1,-,
1615,Oct-2003,35,87.2,-,
1615,Nov-2003,00,48.0,-,
1615,Nov-2003,02,15.4,-,
1615,Nov-2003,17,19.8,-,
1615,Nov-2003,35,104.6,-,
1615,Dec-2003,00,72.6,-,
1615,Dec-2003,02,18.8,-,
1615,Dec-2003,17,22.2,-,
1615,Dec-2003,35,138.4,-,
1615,Dec-2003,66,113.8,-,
1615,Jan-2004,00,35.4,-,
1615,Jan-2004,02,20.6,-,
1615,Jan-2004,17,24.6,-,
1615,Jan-2004,35,158.2,-,
1615,Jan-2004,66,127.9,-,
1615,Feb-2004,00,237.2,-,
1615,Feb-2004,02,18.8,-,
1615,Feb-2004,17,16.8,-,
1615,Feb-2004,35,93.6,-,
1615,Feb-2004,66,48.2,-,
1615,Mar-2004,00,15.0,-,
1615,Mar-2004,02,16.4,-,
1615,Mar-2004,17,18.7,-,
1615,Mar-2004,35,92.7,-,
1615,Mar-2004,66,46.2,-,
1615,Apr-2004,00,229.2,-,
1615,Apr-2004,02,14.6,-,
1615,Apr-2004,17,12.1,-,
1615,Apr-2004,35,44.9,-,
1615,Apr-2004,66,95.7,-,
1615,May-2004,00,192.4,-,
1615,May-2004,02,14.2,-,
1615,May-2004,17,8.0,-,
1615,May-2004,35,20.9,-,
1615,May-2004,66,2.3,-,
1615,Jun-2004,00,114.4,-,
1615,Jun-2004,02,11.6,-,
1615,Jun-2004,17,6.3,-,
1615,Jun-2004,35,7.6,-,
1615,Jun-2004,66,1.8,-,
1615,Jul-2004,00,178.0,-,
1615,Jul-2004,02,9.7,-,
1615,Jul-2004,17,7.2,-,
1615,Jul-2004,35,10.6,-,
1615,Jul-2004,66,1.5,-,
1615,Aug-2004,00,65.0,-,
1615,Aug-2004,02,9.7,-,
1615,Aug-2004,17,9.8,-,
1615,Aug-2004,35,26.3,-,
1615,Aug-2004,66,8.2,-,
1615,Sep-2004,00,81.7,-,
1615,Sep-2004,02,11.5,-,
1615,Sep-2004,17,12.6,-,
1615,Sep-2004,35,48.2,-,
1615,Sep-2004,66,25.4,-,
1615,Oct-2004,00,93.8,-,
1615,Oct-2004,02,14.5,-,
1615,Oct-2004,17,16.9,-,
1615,Oct-2004,35,85.4,-,
1615,Oct-2004,66,24.2,-,
1615,Nov-2004,00,51.8,-,
1615,Nov-2004,02,15.9,-,
1615,Nov-2004,17,20.7,-,
1615,Nov-2004,35,112.4,-,
1615,Nov-2004,66,71.8,-,
1615,Dec-2004,00,136.3,-,
1615,Dec-2004,02,15.9,-,
1615,Dec-2004,17,20.0,-,
1615,Dec-2004,35,113.8,-,
1615,Dec-2004,66,99.7,-,
1615,Jan-2005,00,23.2,-,
1615,Jan-2005,02,19.0,-,
1615,Jan-2005,17,25.5,-,
1615,Jan-2005,35,157.4,-,
1615,Jan-2005,66,104.1,-,
1615,Feb-2005,00,55.6,-,
1615,Feb-2005,02,20.9,-,
1615,Feb-2005,17,21.0,-,
1615,Feb-2005,35,119.4,-,
1615,Feb-2005,66,120.4,-,
1615,Mar-2005,00,103.2,-,
1615,Mar-2005,02,19.0,-,
1615,Mar-2005,17,17.4,-,
1615,Mar-2005,35,95.5,-,
1615,Mar-2005,66,121.1,-,
1615,Apr-2005,00,14.0,-,
1615,Apr-2005,02,15.4,-,
1615,Apr-2005,17,13.8,-,
1615,Apr-2005,35,52.9,-,
1615,Apr-2005,66,91.3,-,
1615,May-2005,00,633.8,-,
1615,May-2005,02,14.1,-,
1615,May-2005,17,7.7,-,
1615,May-2005,35,21.6,-,
1615,May-2005,66,9.6,-,
1615,Jun-2005,00,89.6,-,
1615,Jun-2005,02,10.9,-,
1615,Jun-2005,17,7.0,-,
1615,Jun-2005,35,7.6,-,
1615,Jun-2005,66,4.0,-,
1615,Jul-2005,00,161.6,-,
1615,Jul-2005,02,10.9,-,
1615,Jul-2005,17,6.8,-,
1615,Jul-2005,35,11.2,-,
1615,Jul-2005,66,1.9,-,
1615,Aug-2005,00,75.4,-,
1615,Aug-2005,02,10.8,-,
1615,Aug-2005,17,11.2,-,
1615,Aug-2005,35,32.3,-,
1615,Aug-2005,66,4.5,-,
1615,Sep-2005,00,73.0,-,
1615,Sep-2005,02,13.3,-,
1615,Sep-2005,17,12.2,-,
1615,Sep-2005,35,50.5,-,
1615,Sep-2005,66,13.3,-,
1615,Oct-2005,00,192.6,-,
1615,Oct-2005,02,14.3,-,
1615,Oct-2005,17,18.1,-,
1615,Oct-2005,35,91.4,-,
1615,Oct-2005,66,9.0,-,
1615,Nov-2005,00,70.0,-,
1615,Nov-2005,02,15.5,-,
1615,Nov-2005,17,21.6,-,
1615,Nov-2005,35,114.3,-,
1615,Nov-2005,66,69.8,-,
1615,Dec-2005,00,188.6,-,
1615,Dec-2005,02,19.2,-,
1615,Dec-2005,17,21.4,-,
1615,Dec-2005,35,136.0,-,
1615,Dec-2005,66,46.8,-,
1615,Jan-2006,00,98.6,-,
1615,Jan-2006,02,19.7,-,
1615,Jan-2006,17,22.6,-,
1615,Jan-2006,35,142.2,-,
1615,Jan-2006,66,81.0,-,
1615,Feb-2006,00,66.0,-,
1615,Feb-2006,02,20.0,-,
1615,Feb-2006,17,22.0,-,
1615,Feb-2006,35,121.8,-,
1615,Feb-2006,66,84.8,-,
1615,Mar-2006,00,109.4,-,
1615,Mar-2006,02,17.6,-,
1615,Mar-2006,17,15.3,-,
1615,Mar-2006,35,79.5,-,
1615,Mar-2006,66,107.9,-,
1615,Apr-2006,00,203.4,-,
1615,Apr-2006,02,16.8,-,
1615,Apr-2006,17,11.0,-,
1615,Apr-2006,35,47.5,-,
1615,Apr-2006,66,7.1,-,
1615,May-2006,00,77.4,-,
1615,May-2006,02,13.5,-,
1615,May-2006,17,8.4,-,
1615,May-2006,35,21.9,-,
1615,May-2006,66,2.5,-,
1615,Jun-2006,00,51.4,-,
1615,Jun-2006,02,9.4,-,
1615,Jun-2006,17,7.8,-,
1615,Jun-2006,35,7.1,-,
1615,Jun-2006,66,2.5,-,
1615,Jul-2006,00,80.0,-,
1615,Jul-2006,02,10.5,-,
1615,Jul-2006,17,8.1,-,
1615,Jul-2006,35,12.0,-,
1615,Jul-2006,66,3.8,-,
1615,Aug-2006,00,125.9,-,
1615,Aug-2006,02,10.6,-,
1615,Aug-2006,17,10.6,-,
1615,Aug-2006,35,30.2,-,
1615,Aug-2006,66,5.6,-,
1615,Sep-2006,00,50.4,-,
1615,Sep-2006,02,13.1,-,
1615,Sep-2006,17,14.5,-,
1615,Sep-2006,35,59.5,-,
1615,Sep-2006,66,21.6,-,
1615,Oct-2006,00,77.2,-,
1615,Oct-2006,02,13.8,-,
1615,Oct-2006,17,16.4,-,
1615,Oct-2006,35,80.6,-,
1615,Oct-2006,66,48.5,-,
1615,Nov-2006,00,60.2,-,
1615,Nov-2006,02,16.1,-,
1615,Nov-2006,17,20.7,-,
1615,Nov-2006,35,113.1,-,
1615,Nov-2006,66,93.8,-,
1615,Dec-2006,00,49.6,-,
1615,Dec-2006,02,16.4,-,
1615,Dec-2006,17,23.3,-,
1615,Dec-2006,35,133.3,-,
1615,Dec-2006,66,120.2,-,
1615,Jan-2007,00,105.8,-,
1615,Jan-2007,02,19.5,-,
1615,Jan-2007,17,22.1,-,
1615,Jan-2007,35,139.9,-,
1615,Jan-2007,66,101.6,-,
1615,Feb-2007,00,100.0,-,
1615,Feb-2007,02,19.4,-,
1615,Feb-2007,17,21.6,-,
1615,Feb-2007,35,116.7,-,
1615,Feb-2007,66,87.8,-,
1615,Mar-2007,00,191.0,-,
1615,Mar-2007,02,18.9,-,
1615,Mar-2007,17,15.4,-,
1615,Mar-2007,35,85.4,-,
1615,Mar-2007,66,90.1,-,
1615,Apr-2007,00,86.0,-,
1615,Apr-2007,02,15.3,-,
1615,Apr-2007,17,12.4,-,
1615,Apr-2007,35,48.8,-,
1615,Apr-2007,66,25.7,-,
1615,May-2007,00,26.6,-,
1615,May-2007,02,14.2,-,
1615,May-2007,17,9.4,-,
1615,May-2007,35,25.5,-,
1615,May-2007,66,12.9,-,
1615,Jun-2007,00,101.2,-,
1615,Jun-2007,02,11.4,-,
1615,Jun-2007,17,6.5,-,
1615,Jun-2007,35,7.3,-,
1615,Jun-2007,66,11.4,-,
1615,Jul-2007,00,231.1,-,
1615,Jul-2007,02,11.0,-,
1615,Jul-2007,17,6.5,-,
1615,Jul-2007,35,10.9,-,
1615,Jul-2007,66,1.4,-,
1615,Aug-2007,00,83.2,-,
1615,Aug-2007,02,11.7,-,
1615,Aug-2007,17,9.9,-,
1615,Aug-2007,35,29.3,-,
1615,Aug-2007,66,3.6,-,
1615,Sep-2007,00,51.9,-,
1615,Sep-2007,02,12.5,-,
1615,Sep-2007,17,13.2,-,
1615,Sep-2007,35,52.6,-,
1615,Sep-2007,66,13.2,-,
1615,Oct-2007,00,75.6,-,
1615,Oct-2007,02,14.2,-,
1615,Oct-2007,17,19.8,-,
1615,Oct-2007,35,97.0,-,
1615,Oct-2007,66,38.6,-,
1615,Nov-2007,00,38.8,-,
1615,Nov-2007,02,15.8,-,
1615,Nov-2007,17,22.1,-,
1615,Nov-2007,35,117.5,-,
1615,Nov-2007,66,107.3,-,
1615,Dec-2007,00,61.6,-,
1615,Dec-2007,02,18.6,-,
1615,Dec-2007,17,21.1,-,
1615,Dec-2007,35,130.7,-,
1615,Dec-2007,66,112.3,-,
1615,Jan-2008,00,40.6,-,
1615,Jan-2008,02,20.7,-,
1615,Jan-2008,17,24.5,-,
1615,Jan-2008,35,155.7,-,
1615,Jan-2008,66,135.0,-,
1615,Feb-2008,00,69.4,-,
1615,Feb-2008,02,19.8,-,
1615,Feb-2008,17,19.8,-,
1615,Feb-2008,35,111.6,-,
1615,Feb-2008,66,117.8,-,
1615,Mar-2008,00,94.8,-,
1615,Mar-2008,02,19.2,-,
1615,Mar-2008,17,15.9,-,
1615,Mar-2008,35,86.6,-,
1615,Mar-2008,66,92.5,-,
1615,Apr-2008,00,146.4,-,
1615,Apr-2008,02,16.5,-,
1615,Apr-2008,17,10.8,-,
1615,Apr-2008,35,44.0,-,
1615,Apr-2008,66,54.6,-,
1615,May-2008,00,116.2,-,
1615,May-2008,02,12.5,-,
1615,May-2008,17,9.2,-,
1615,May-2008,35,19.8,-,
1615,May-2008,66,9.6,-,
1615,Jun-2008,00,145.2,-,
1615,Jun-2008,02,11.3,-,
1615,Jun-2008,17,6.2,-,
1615,Jun-2008,35,7.5,-,
1615,Jun-2008,66,14.7,-,
1615,Jul-2008,00,224.0,-,
1615,Jul-2008,02,10.5,-,
1615,Jul-2008,17,6.4,-,
1615,Jul-2008,35,10.1,-,
1615,Jul-2008,66,0.8,-,
1615,Aug-2008,00,139.6,-,
1615,Aug-2008,02,11.0,-,
1615,Aug-2008,17,9.5,-,
1615,Aug-2008,35,27.6,-,
1615,Aug-2008,66,1.7,-,
1615,Sep-2008,00,54.8,-,
1615,Sep-2008,02,13.3,-,
1615,Sep-2008,17,15.1,-,
1615,Sep-2008,35,62.1,-,
1615,Sep-2008,66,16.7,-,
1615,Oct-2008,00,72.4,-,
1615,Oct-2008,02,14.6,-,
1615,Oct-2008,17,17.0,-,
1615,Oct-2008,35,85.4,-,
1615,Oct-2008,66,58.3,-,
1615,Nov-2008,00,39.0,-,
1615,Nov-2008,02,16.4,-,
1615,Nov-2008,17,22.1,-,
1615,Nov-2008,35,120.8,-,
1615,Nov-2008,66,105.8,-,
1615,Dec-2008,00,85.4,-,
1615,Dec-2008,02,18.9,-,
1615,Dec-2008,17,21.5,-,
1615,Dec-2008,35,133.1,-,
1615,Dec-2008,66,119.3,-,
1615,Jan-2009,00,39.6,-,
1615,Jan-2009,02,20.3,-,
1615,Jan-2009,17,25.6,-,
1615,Jan-2009,35,161.7,-,
1615,Jan-2009,66,117.0,-,
1615,Feb-2009,00,190.2,-,
1615,Feb-2009,02,21.1,-,
1615,Feb-2009,17,20.4,-,
1615,Feb-2009,35,116.8,-,
1615,Feb-2009,66,123.1,-,
1615,Mar-2009,00,130.3,-,
1615,Mar-2009,02,18.1,-,
1615,Mar-2009,17,16.9,-,
1615,Mar-2009,35,88.7,-,
1615,Mar-2009,66,18.2,-,
1615,Apr-2009,00,57.4,-,
1615,Apr-2009,02,15.7,-,
1615,Apr-2009,17,12.2,-,
1615,Apr-2009,35,48.2,-,
1615,Apr-2009,66,64.7,-,
1615,May-2009,00,71.6,-,
1615,May-2009,02,12.0,-,
1615,May-2009,17,8.5,-,
1615,May-2009,35,18.3,-,
1615,May-2009,66,38.1,-,
1615,Jun-2009,00,160.4,-,
1615,Jun-2009,02,9.9,-,
1615,Jun-2009,17,6.7,-,
1615,Jun-2009,35,6.5,-,
1615,Jun-2009,66,10.4,-,
1615,Jul-2009,00,145.4,-,
1615,Jul-2009,02,10.1,-,
1615,Jul-2009,17,6.9,-,
1615,Jul-2009,35,10.0,-,
1615,Jul-2009,66,1.0,-,
1615,Aug-2009,00,96.6,-,
1615,Aug-2009,02,12.8,-,
1615,Aug-2009,17,9.2,-,
1615,Aug-2009,35,28.9,-,
1615,Aug-2009,66,5.0,-,
1615,Sep-2009,00,93.2,-,
1615,Sep-2009,02,13.1,-,
1615,Sep-2009,17,13.7,-,
1615,Sep-2009,35,56.3,-,
1615,Sep-2009,66,18.9,-,
1615,Oct-2009,00,152.4,-,
1615,Oct-2009,02,13.5,-,
1615,Oct-2009,17,16.3,-,
1615,Oct-2009,35,78.2,-,
1615,Oct-2009,66,7.0,-,
1615,Nov-2009,00,11.8,-,
1615,Nov-2009,02,16.5,-,
1615,Nov-2009,17,22.3,-,
1615,Nov-2009,35,120.3,-,
1615,Nov-2009,66,82.0,-,
1615,Dec-2009,00,72.2,-,
1615,Dec-2009,02,18.4,-,
1615,Dec-2009,17,26.7,-,
1615,Dec-2009,35,161.7,-,
1615,Dec-2009,66,114.1,-,
1615,Jan-2010,00,178.2,-,
1615,Jan-2010,02,19.5,-,
1615,Jan-2010,17,25.7,-,
1615,Jan-2010,35,160.1,-,
1615,Jan-2010,66,129.7,-,
1615,Feb-2010,00,10.0,-,
1615,Feb-2010,02,21.2,-,
1615,Feb-2010,66,52.7,-,
1615,Mar-2010,00,16.8,-,
1615,Mar-2010,02,19.0,-,
1615,Mar-2010,66,116.0,-,
1615,Apr-2010,00,26.6,-,
1615,Apr-2010,02,16.2,-,
1615,Apr-2010,66,119.3,-,
1615,May-2010,00,254.2,-,
1615,May-2010,02,13.9,-,
1615,May-2010,66,70.8,-,
1615,Jun-2010,00,201.5,-,
1615,Jun-2010,02,11.6,-,
1615,Jun-2010,66,0.6,-,
1615,Jul-2010,00,51.8,-,
1615,Jul-2010,02,10.1,-,
1615,Jul-2010,66,2.6,-,
1615,Aug-2010,00,274.4,-,
1615,Aug-2010,02,11.8,-,
1615,Aug-2010,17,9.4,-,
1615,Aug-2010,35,30.2,-,
1615,Aug-2010,66,0.8,-,
1615,Sep-2010,00,139.5,-,
1615,Sep-2010,02,13.4,-,
1615,Sep-2010,17,13.1,-,
1615,Sep-2010,35,54.3,-,
1615,Sep-2010,66,5.2,-,
1615,Oct-2010,00,23.4,-,
1615,Oct-2010,02,14.7,-,
1615,Oct-2010,17,20.9,-,
1615,Oct-2010,35,105.3,-,
1615,Oct-2010,66,62.2,-,
1615,Nov-2010,00,35.8,-,
1615,Nov-2010,02,17.1,-,
1615,Nov-2010,17,24.9,-,
1615,Nov-2010,35,139.0,-,
1615,Nov-2010,66,120.8,-,
1615,Dec-2010,00,113.2,-,
1615,Dec-2010,02,19.8,-,
1615,Dec-2010,17,21.3,-,
1615,Dec-2010,35,136.5,-,
1615,Dec-2010,66,104.2,-,
1615,Jan-2011,00,347.2,-,
1615,Jan-2011,02,20.6,-,
1615,Jan-2011,17,23.7,-,
1615,Jan-2011,35,152.9,-,
1615,Jan-2011,66,82.7,-,
1615,Feb-2011,00,9.2,-,
1615,Feb-2011,02,21.7,-,
1615,Feb-2011,17,22.2,-,
1615,Feb-2011,35,127.5,-,
1615,Feb-2011,66,79.1,-,
1615,Mar-2011,00,156.4,-,
1615,Mar-2011,02,18.7,-,
1615,Mar-2011,17,17.6,-,
1615,Mar-2011,35,96.0,-,
1615,Mar-2011,66,84.6,-,
1615,Apr-2011,00,225.0,-,
1615,Apr-2011,02,16.0,-,
1615,Apr-2011,17,11.9,-,
1615,Apr-2011,35,48.0,-,
1615,Apr-2011,66,22.8,-,
1615,May-2011,00,173.2,-,
1615,May-2011,02,15.1,-,
1615,May-2011,17,8.8,-,
1615,May-2011,35,26.6,-,
1615,May-2011,66,2.4,-,
1615,Jun-2011,00,160.8,-,
1615,Jun-2011,02,12.6,-,
1615,Jun-2011,17,6.8,-,
1615,Jun-2011,35,10.3,-,
1615,Jun-2011,66,1.4,-,
1615,Jul-2011,00,94.4,-,
1615,Jul-2011,02,11.2,-,
1615,Jul-2011,17,8.2,-,
1615,Jul-2011,35,11.9,-,
1615,Jul-2011,66,3.5,-,
1615,Aug-2011,00,71.4,-,
1615,Aug-2011,02,10.5,-,
1615,Aug-2011,17,12.0,-,
1615,Aug-2011,35,32.9,-,
1615,Aug-2011,66,12.2,-,
1615,Sep-2011,00,37.2,-,
1615,Sep-2011,02,11.7,-,
1615,Sep-2011,17,16.4,-,
1615,Sep-2011,35,62.3,-,
1615,Sep-2011,66,30.2,-,
1615,Oct-2011,00,134.1,-,
1615,Oct-2011,02,15.0,-,
1615,Oct-2011,17,17.6,-,
1615,Oct-2011,35,91.1,-,
1615,Oct-2011,66,24.6,-,
1615,Nov-2011,00,13.2,-,
1615,Nov-2011,02,17.0,-,
1615,Nov-2011,17,25.1,-,
1615,Nov-2011,35,137.9,-,
1615,Nov-2011,66,96.6,-,
1615,Dec-2011,00,275.8,-,
1615,Dec-2011,02,18.2,-,
1615,Dec-2011,17,20.9,-,
1615,Dec-2011,35,128.6,-,
1615,Dec-2011,66,73.3,-,
1615,Jan-2012,00,62.0,-,
1615,Jan-2012,02,19.4,-,
1615,Jan-2012,17,23.2,-,
1615,Jan-2012,35,144.7,-,
1615,Jan-2012,66,47.5,-,
1615,Feb-2012,00,77.6,-,
1615,Feb-2012,02,19.3,-,
1615,Feb-2012,17,19.5,-,
1615,Feb-2012,35,110.0,-,
1615,Feb-2012,66,112.0,-,
1615,Mar-2012,00,157.6,-,
1615,Mar-2012,02,18.1,-,
1615,Mar-2012,17,17.4,-,
1615,Mar-2012,35,89.8,-,
1615,Mar-2012,66,59.5,-,
1615,Apr-2012,00,47.0,-,
1615,Apr-2012,02,16.8,-,
1615,Apr-2012,17,13.7,-,
1615,Apr-2012,35,54.8,-,
1615,Apr-2012,66,57.4,-,
1615,May-2012,00,114.2,-,
1615,May-2012,02,12.7,-,
1615,May-2012,17,10.1,-,
1615,May-2012,35,23.9,-,
1615,May-2012,66,31.2,-,
1615,Jun-2012,00,36.2,-,
1615,Jun-2012,02,10.7,-,
1615,Jun-2012,17,7.9,-,
1615,Jun-2012,35,9.1,-,
1615,Jun-2012,66,3.5,-,
1615,Jul-2012,00,327.6,-,
1615,Jul-2012,02,10.8,-,
1615,Jul-2012,17,7.8,-,
1615,Jul-2012,35,13.2,-,
1615,Jul-2012,66,2.4,-,
1615,Aug-2012,00,148.0,-,
1615,Aug-2012,02,11.7,-,
1615,Aug-2012,17,10.8,-,
1615,Aug-2012,35,33.7,-,
1615,Aug-2012,66,2.3,-,
1615,Sep-2012,00,68.3,-,
1615,Sep-2012,02,12.8,-,
1615,Sep-2012,17,14.8,-,
1615,Sep-2012,35,59.1,-,
1615,Sep-2012,66,13.6,-,
1615,Oct-2012,00,57.6,-,
1615,Oct-2012,02,13.9,-,
1615,Oct-2012,17,19.7,-,
1615,Oct-2012,35,95.9,-,
1615,Oct-2012,66,64.0,-,
1615,Nov-2012,00,26.8,-,
1615,Nov-2012,02,15.3,-,
1615,Nov-2012,17,24.1,-,
1615,Nov-2012,35,125.0,-,
1615,Nov-2012,66,117.3,-,
1615,Dec-2012,00,79.3,-,
1615,Dec-2012,02,19.4,-,
1615,Dec-2012,17,22.1,-,
